var1;var2;level1;level2;count;rowPerc;colPerc;totPerc;;
BoutDuration;Device;10min;Hookie;1;2,702702703;12,5;0,884955752;;
BoutDuration;Device;10min;GENEActiv;3;8,108108108;42,85714286;2,654867257;;
BoutDuration;Device;10min;Axivity;2;5,405405405;10;1,769911504;;
BoutDuration;Device;10min;Actiheart;2;5,405405405;40;1,769911504;;
BoutDuration;Device;10min;Actigraph;18;48,64864865;43,90243902;15,92920354;;
BoutDuration;Device;10min;Actical;3;8,108108108;50;2,654867257;;
BoutDuration;Device;15-60min;SenseWear;0;0;0;0;;
BoutDuration;Device;15-60min;Lifecorder;0;0;0;0;;
BoutDuration;Device;15-60min;ActivPAL;0;0;0;0;;
BoutDuration;Device;15-60min;Active style;0;0;0;0;;
BoutDuration;Device;15-60min;Vitamove;0;0;0;0;;
BoutDuration;Device;15-60min;Hookie;2;33,33333333;25;1,769911504;;
BoutDuration;Device;15-60min;GENEActiv;0;0;0;0;;
BoutDuration;Device;15-60min;Axivity;2;33,33333333;10;1,769911504;;
BoutDuration;Device;15-60min;Actiheart;0;0;0;0;;
BoutDuration;Device;15-60min;Actigraph;2;33,33333333;4,87804878;1,769911504;;
BoutDuration;Device;15-60min;Actical;0;0;0;0;;
BoutDuration;StartYear;?;?;1;100;7,692307692;0,884955752;0,327433628;
BoutDuration;StartYear;?;2015-2019;0;0;0;0;0,327433628;
BoutDuration;StartYear;?;2010-2014;0;0;0;0;;
BoutDuration;StartYear;?;2005-2009;0;0;0;0;;
BoutDuration;StartYear;?;2000-2004;0;0;0;0;;
BoutDuration;StartYear;1s;?;0;0;0;0;;
BoutDuration;StartYear;1s;2015-2019;0;0;0;0;;
BoutDuration;StartYear;1s;2010-2014;0;0;0;0;;
BoutDuration;StartYear;1s;2005-2009;1;100;5,555555556;0,884955752;;
BoutDuration;StartYear;1s;2000-2004;0;0;0;0;;
BoutDuration;StartYear;10-32s;?;2;11,11111111;15,38461538;1,769911504;;
BoutDuration;StartYear;10-32s;2015-2019;1;5,555555556;12,5;0,884955752;;
BoutDuration;StartYear;10-32s;2010-2014;14;77,77777778;29,78723404;12,38938053;;
BoutDuration;StartYear;10-32s;2005-2009;1;5,555555556;5,555555556;0,884955752;;
BoutDuration;StartYear;10-32s;2000-2004;0;0;0;0;;
BoutDuration;StartYear;1min;?;2;5,405405405;15,38461538;1,769911504;;
BoutDuration;StartYear;1min;2015-2019;3;8,108108108;37,5;2,654867257;;
BoutDuration;StartYear;1min;2010-2014;15;40,54054054;31,91489362;13,27433628;;
BoutDuration;StartYear;1min;2005-2009;6;16,21621622;33,33333333;5,309734513;;
BoutDuration;StartYear;1min;2000-2004;11;29,72972973;40,74074074;9,734513274;;
BoutDuration;StartYear;2-5min;?;5;38,46153846;38,46153846;4,424778761;;
BoutDuration;StartYear;2-5min;2015-2019;0;0;0;0;;
BoutDuration;StartYear;2-5min;2010-2014;3;23,07692308;6,382978723;2,654867257;;
BoutDuration;StartYear;2-5min;2005-2009;3;23,07692308;16,66666667;2,654867257;;
BoutDuration;StartYear;2-5min;2000-2004;2;15,38461538;7,407407407;1,769911504;;
BoutDuration;StartYear;10min;?;3;8,108108108;23,07692308;2,654867257;;
BoutDuration;StartYear;10min;2015-2019;4;10,81081081;50;3,539823009;;
BoutDuration;StartYear;10min;2010-2014;11;29,72972973;23,40425532;9,734513274;;
BoutDuration;StartYear;10min;2005-2009;7;18,91891892;38,88888889;6,194690265;;
BoutDuration;StartYear;10min;2000-2004;12;32,43243243;44,44444444;10,61946903;;
BoutDuration;StartYear;15-60min;?;0;0;0;0;;
BoutDuration;StartYear;15-60min;2015-2019;0;0;0;0;;
BoutDuration;StartYear;15-60min;2010-2014;4;66,66666667;8,510638298;3,539823009;;
BoutDuration;StartYear;15-60min;2005-2009;0;0;0;0;;
BoutDuration;StartYear;15-60min;2000-2004;2;33,33333333;7,407407407;1,769911504;;
Device;StartYear;SenseWear;?;3;42,85714286;23,07692308;2,654867257;;
Device;StartYear;SenseWear;2015-2019;0;0;0;0;;
Device;StartYear;SenseWear;2010-2014;3;42,85714286;6,382978723;2,654867257;;
Device;StartYear;SenseWear;2005-2009;1;14,28571429;5,555555556;0,884955752;;
Device;StartYear;SenseWear;2000-2004;0;0;0;0;;
Device;StartYear;Lifecorder;?;10;100;76,92307692;8,849557522;;
Device;StartYear;Lifecorder;2015-2019;0;0;0;0;;
Device;StartYear;Lifecorder;2010-2014;0;0;0;0;;
Device;StartYear;Lifecorder;2005-2009;0;0;0;0;;
Device;StartYear;Lifecorder;2000-2004;0;0;0;0;;
Device;StartYear;ActivPAL;?;0;0;0;0;;
Device;StartYear;ActivPAL;2015-2019;1;33,33333333;12,5;0,884955752;;
Device;StartYear;ActivPAL;2010-2014;0;0;0;0;;
Device;StartYear;ActivPAL;2005-2009;2;66,66666667;11,11111111;1,769911504;;
Device;StartYear;ActivPAL;2000-2004;0;0;0;0;;
Device;StartYear;Active style;?;0;0;0;0;;
Device;StartYear;Active style;2015-2019;4;100;50;3,539823009;;
Device;StartYear;Active style;2010-2014;0;0;0;0;;
Device;StartYear;Active style;2005-2009;0;0;0;0;;
Device;StartYear;Active style;2000-2004;0;0;0;0;;
Device;StartYear;Vitamove;?;0;0;0;0;;
Device;StartYear;Vitamove;2015-2019;0;0;0;0;;
Device;StartYear;Vitamove;2010-2014;2;100;4,255319149;1,769911504;;
Device;StartYear;Vitamove;2005-2009;0;0;0;0;;
Device;StartYear;Vitamove;2000-2004;0;0;0;0;;
Device;StartYear;Hookie;?;0;0;0;0;;
Device;StartYear;Hookie;2015-2019;0;0;0;0;;
Device;StartYear;Hookie;2010-2014;8;100;17,0212766;7,079646018;;
Device;StartYear;Hookie;2005-2009;0;0;0;0;;
Device;StartYear;Hookie;2000-2004;0;0;0;0;;
Device;StartYear;GENEActiv;?;0;0;0;0;;
Device;StartYear;GENEActiv;2015-2019;2;28,57142857;25;1,769911504;;
Device;StartYear;GENEActiv;2010-2014;5;71,42857143;10,63829787;4,424778761;;
Device;StartYear;GENEActiv;2005-2009;0;0;0;0;;
Device;StartYear;GENEActiv;2000-2004;0;0;0;0;;
Device;StartYear;Axivity;?;0;0;0;0;20;0,17699115
Device;StartYear;Axivity;2015-2019;1;5;12,5;0,884955752;;
Device;StartYear;Axivity;2010-2014;18;90;38,29787234;15,92920354;;
Device;StartYear;Axivity;2005-2009;1;5;5,555555556;0,884955752;;
Device;StartYear;Axivity;2000-2004;0;0;0;0;;
Device;StartYear;Actiheart;?;0;0;0;0;;
Device;StartYear;Actiheart;2015-2019;0;0;0;0;;
Device;StartYear;Actiheart;2010-2014;0;0;0;0;;
Device;StartYear;Actiheart;2005-2009;5;100;27,77777778;4,424778761;;
Device;StartYear;Actiheart;2000-2004;0;0;0;0;;
Device;StartYear;Actigraph;?;0;0;0;0;41;0,362831858
Device;StartYear;Actigraph;2015-2019;0;0;0;0;;
Device;StartYear;Actigraph;2010-2014;11;26,82926829;23,40425532;9,734513274;;
Device;StartYear;Actigraph;2005-2009;4;9,756097561;22,22222222;3,539823009;;
Device;StartYear;Actigraph;2000-2004;26;63,41463415;96,2962963;23,00884956;;
Device;StartYear;Actical;?;0;0;0;0;;
Device;StartYear;Actical;2015-2019;0;0;0;0;;
Device;StartYear;Actical;2010-2014;0;0;0;0;;
Device;StartYear;Actical;2005-2009;5;83,33333333;27,77777778;4,424778761;;
Device;StartYear;Actical;2000-2004;1;16,66666667;3,703703704;0,884955752;;
